"MaterialID","MaterialName","Thickness","Width","Size","Material","MaterialStandardPrice","UnitOfMeasure","MaterialType"
"1/41010PIN","1/4in X 10in X 10ft  Pine","1/4","10","1/4in X 10in X 10ft","Pine",6.25,"bdft","Wood"
"5/8310BIR","5/8in X 3in X 10ft  Birch","5/8","3","5/8in X 3in X 10ft","Birch",5.175,"bdft","Wood"
"5/4416CHE","5/4in X 4in X 16ft  Cherry","5/4","4","5/4in X 4in X 16ft","Cherry",40.0,"bdft","Wood"
"10416ASH","10in X 4in X 16ft  Ash","10","4","10in X 4in X 16ft","Ash",280.0,"bdft","Wood"
"444ASH","4in X 4in X 4ft  Ash","4","4","4in X 4in X 4ft","Ash",28.0,"bdft","Wood"
"5/4812PIN","5/4in X 8in X 12ft  Pine","5/4","8","5/4in X 8in X 12ft","Pine",30.0,"bdft","Wood"
"5/864PIN","5/8in X 6in X 4ft  Pine","5/8","6","5/8in X 6in X 4ft","Pine",3.45,"bdft","Wood"
"11210OAK","1in X 12in X 10ft  Oak","1","12","1in X 12in X 10ft","Oak",48.0,"bdft","Wood"
"264WAL","2in X 6in X 4ft  Walnut","2","6","2in X 6in X 4ft","Walnut",21.6,"bdft","Wood"
"5/8616BIR","5/8in X 6in X 16ft  Birch","5/8","6","5/8in X 6in X 16ft","Birch",16.56,"bdft","Wood"
"1/288BIR","1/2in X 8in X 8ft  Birch","1/2","8","1/2in X 8in X 8ft","Birch",9.6,"bdft","Wood"
"3/81016WAL","3/8in X 10in X 16ft  Walnut","3/8","10","3/8in X 10in X 16ft","Walnut",27.0,"bdft","Wood"
"2416CHE","2in X 4in X 16ft  Cherry","2","4","2in X 4in X 16ft","Cherry",64.0,"bdft","Wood"
"1/464OAK","1/4in X 6in X 4ft  Oak","1/4","6","1/4in X 6in X 4ft","Oak",2.4,"bdft","Wood"
"101210BIR","10in X 12in X 10ft  Birch","10","12","10in X 12in X 10ft","Birch",450.0,"bdft","Wood"
"688BIR","6in X 8in X 8ft  Birch","6","8","6in X 8in X 8ft","Birch",144.0,"bdft","Wood"
"5/4412CHE","5/4in X 4in X 12ft  Cherry","5/4","4","5/4in X 4in X 12ft","Cherry",30.0,"bdft","Wood"
"1612BIR","1in X 6in X 12ft  Birch","1","6","1in X 6in X 12ft","Birch",21.6,"bdft","Wood"
"424PIN","4in X 2in X 4ft  Pine","4","2","4in X 2in X 4ft","Pine",10.0,"bdft","Wood"
"1/2610WAL","1/2in X 6in X 10ft  Walnut","1/2","6","1/2in X 6in X 10ft","Walnut",13.5,"bdft","Wood"
"5/4810CHE","5/4in X 8in X 10ft  Cherry","5/4","8","5/4in X 8in X 10ft","Cherry",50.0,"bdft","Wood"
"61012ASH","6in X 10in X 12ft  Ash","6","10","6in X 10in X 12ft","Ash",315.0,"bdft","Wood"
"1/288OAK","1/2in X 8in X 8ft  Oak","1/2","8","1/2in X 8in X 8ft","Oak",12.8,"bdft","Wood"
"2410BIR","2in X 4in X 10ft  Birch","2","4","2in X 4in X 10ft","Birch",24.0,"bdft","Wood"
"12810BIR","12in X 8in X 10ft  Birch","12","8","12in X 8in X 10ft","Birch",360.0,"bdft","Wood"
"41010OAK","4in X 10in X 10ft  Oak","4","10","4in X 10in X 10ft","Oak",200.0,"bdft","Wood"
"288WAL","2in X 8in X 8ft  Walnut","2","8","2in X 8in X 8ft","Walnut",57.6,"bdft","Wood"
"12316ASH","12in X 3in X 16ft  Ash","12","3","12in X 3in X 16ft","Ash",252.0,"bdft","Wood"
"11216CHE","1in X 12in X 16ft  Cherry","1","12","1in X 12in X 16ft","Cherry",96.0,"bdft","Wood"
"1/2812PIN","1/2in X 8in X 12ft  Pine","1/2","8","1/2in X 8in X 12ft","Pine",12.0,"bdft","Wood"
"3/8216WAL","3/8in X 2in X 16ft  Walnut","3/8","2","3/8in X 2in X 16ft","Walnut",5.4,"bdft","Wood"
"5/4410BIR","5/4in X 4in X 10ft  Birch","5/4","4","5/4in X 4in X 10ft","Birch",15.0,"bdft","Wood"
"5/838OAK","5/8in X 3in X 8ft  Oak","5/8","3","5/8in X 3in X 8ft","Oak",5.52,"bdft","Wood"
"1/4108WAL","1/4in X 10in X 8ft  Walnut","1/4","10","1/4in X 10in X 8ft","Walnut",9.0,"bdft","Wood"
"1612ASH","1in X 6in X 12ft  Ash","1","6","1in X 6in X 12ft","Ash",25.2,"bdft","Wood"
"41010PIN","4in X 10in X 10ft  Pine","4","10","4in X 10in X 10ft","Pine",125.0,"bdft","Wood"
"5/8310OAK","5/8in X 3in X 10ft  Oak","5/8","3","5/8in X 3in X 10ft","Oak",6.9,"bdft","Wood"
"1-1/2410ASH","1-1/2in X 4in X 10ft  Ash","1-1/2","4","1-1/2in X 4in X 10ft","Ash",21.0,"bdft","Wood"
"2128OAK","2in X 12in X 8ft  Oak","2","12","2in X 12in X 8ft","Oak",76.8,"bdft","Wood"
"3/41016PIN","3/4in X 10in X 16ft  Pine","3/4","10","3/4in X 10in X 16ft","Pine",30.0,"bdft","Wood"
"10212CHE","10in X 2in X 12ft  Cherry","10","2","10in X 2in X 12ft","Cherry",150.0,"bdft","Wood"
"6124WAL","6in X 12in X 4ft  Walnut","6","12","6in X 12in X 4ft","Walnut",162.0,"bdft","Wood"
"61210CHE","6in X 12in X 10ft  Cherry","6","12","6in X 12in X 10ft","Cherry",450.0,"bdft","Wood"
"1048ASH","10in X 4in X 8ft  Ash","10","4","10in X 4in X 8ft","Ash",140.0,"bdft","Wood"
"1224CHE","12in X 2in X 4ft  Cherry","12","2","12in X 2in X 4ft","Cherry",60.0,"bdft","Wood"
"224PIN","2in X 2in X 4ft  Pine","2","2","2in X 2in X 4ft","Pine",4.0,"bdft","Wood"
"438PIN","4in X 3in X 8ft  Pine","4","3","4in X 3in X 8ft","Pine",30.0,"bdft","Wood"
"FINGLS","Urethane Gloss Finish",,,"1oz","Urethane Finish",0.8,"ea","Finish"
"1316WAL","1in X 3in X 16ft  Walnut","1","3","1in X 3in X 16ft","Walnut",21.6,"bdft","Wood"
"12108PIN","12in X 10in X 8ft  Pine","12","10","12in X 10in X 8ft","Pine",300.0,"bdft","Wood"
"3/8108WAL","3/8in X 10in X 8ft  Walnut","3/8","10","3/8in X 10in X 8ft","Walnut",13.5,"bdft","Wood"
"1268CHE","12in X 6in X 8ft  Cherry","12","6","12in X 6in X 8ft","Cherry",360.0,"bdft","Wood"
"21010OAK","2in X 10in X 10ft  Oak","2","10","2in X 10in X 10ft","Oak",80.0,"bdft","Wood"
"5/434OAK","5/4in X 3in X 4ft  Oak","5/4","3","5/4in X 3in X 4ft","Oak",6.0,"bdft","Wood"
"3/4616ASH","3/4in X 6in X 16ft  Ash","3/4","6","3/4in X 6in X 16ft","Ash",25.2,"bdft","Wood"
"3/484ASH","3/4in X 8in X 4ft  Ash","3/4","8","3/4in X 8in X 4ft","Ash",8.4,"bdft","Wood"
"628PIN","6in X 2in X 8ft  Pine","6","2","6in X 2in X 8ft","Pine",30.0,"bdft","Wood"
"10412CHE","10in X 4in X 12ft  Cherry","10","4","10in X 4in X 12ft","Cherry",300.0,"bdft","Wood"
"41012WAL","4in X 10in X 12ft  Walnut","4","10","4in X 10in X 12ft","Walnut",270.0,"bdft","Wood"
"3/81210BIR","3/8in X 12in X 10ft  Birch","3/8","12","3/8in X 12in X 10ft","Birch",13.5,"bdft","Wood"
"6616PIN","6in X 6in X 16ft  Pine","6","6","6in X 6in X 16ft","Pine",180.0,"bdft","Wood"
"3/4410ASH","3/4in X 4in X 10ft  Ash","3/4","4","3/4in X 4in X 10ft","Ash",10.5,"bdft","Wood"
"10312ASH","10in X 3in X 12ft  Ash","10","3","10in X 3in X 12ft","Ash",157.5,"bdft","Wood"
"10108OAK","10in X 10in X 8ft  Oak","10","10","10in X 10in X 8ft","Oak",400.0,"bdft","Wood"
"3/41012BIR","3/4in X 10in X 12ft  Birch","3/4","10","3/4in X 10in X 12ft","Birch",27.0,"bdft","Wood"
"1/21216ASH","1/2in X 12in X 16ft  Ash","1/2","12","1/2in X 12in X 16ft","Ash",33.6,"bdft","Wood"
"688PIN","6in X 8in X 8ft  Pine","6","8","6in X 8in X 8ft","Pine",120.0,"bdft","Wood"
"3/434PIN","3/4in X 3in X 4ft  Pine","3/4","3","3/4in X 3in X 4ft","Pine",2.25,"bdft","Wood"
"628BIR","6in X 2in X 8ft  Birch","6","2","6in X 2in X 8ft","Birch",36.0,"bdft","Wood"
"ADHUP","Upholstery Adhesive",,,"1oz","Upholstery Adhe",0.4,"ea","Adhesive"
"NF058","Finish Nail 5/8in",,,,,0.0575,"each","Nails"
"12216BIR","12in X 2in X 16ft  Birch","12","2","12in X 2in X 16ft","Birch",144.0,"bdft","Wood"
"12812WAL","12in X 8in X 12ft  Walnut","12","8","12in X 8in X 12ft","Walnut",648.0,"bdft","Wood"
"5/4124PIN","5/4in X 12in X 4ft  Pine","5/4","12","5/4in X 12in X 4ft","Pine",15.0,"bdft","Wood"
"41212ASH","4in X 12in X 12ft  Ash","4","12","4in X 12in X 12ft","Ash",252.0,"bdft","Wood"
"61212OAK","6in X 12in X 12ft  Oak","6","12","6in X 12in X 12ft","Oak",432.0,"bdft","Wood"
"4128ASH","4in X 12in X 8ft  Ash","4","12","4in X 12in X 8ft","Ash",168.0,"bdft","Wood"
"3/464CHE","3/4in X 6in X 4ft  Cherry","3/4","6","3/4in X 6in X 4ft","Cherry",9.0,"bdft","Wood"
"NST300","Staples 3in",,,,,0.3,"each","Nails"
"5/81210ASH","5/8in X 12in X 10ft  Ash","5/8","12","5/8in X 12in X 10ft","Ash",24.15,"bdft","Wood"
"6310WAL","6in X 3in X 10ft  Walnut","6","3","6in X 3in X 10ft","Walnut",101.25,"bdft","Wood"
"3/8616ASH","3/8in X 6in X 16ft  Ash","3/8","6","3/8in X 6in X 16ft","Ash",12.6,"bdft","Wood"
"468OAK","4in X 6in X 8ft  Oak","4","6","4in X 6in X 8ft","Oak",96.0,"bdft","Wood"
"10416PIN","10in X 4in X 16ft  Pine","10","4","10in X 4in X 16ft","Pine",200.0,"bdft","Wood"
"1816OAK","1in X 8in X 16ft  Oak","1","8","1in X 8in X 16ft","Oak",51.2,"bdft","Wood"
"3/438CHE","3/4in X 3in X 8ft  Cherry","3/4","3","3/4in X 3in X 8ft","Cherry",9.0,"bdft","Wood"
"1/21212ASH","1/2in X 12in X 12ft  Ash","1/2","12","1/2in X 12in X 12ft","Ash",25.2,"bdft","Wood"
"1616BIR","1in X 6in X 16ft  Birch","1","6","1in X 6in X 16ft","Birch",28.8,"bdft","Wood"
"244ASH","2in X 4in X 4ft  Ash","2","4","2in X 4in X 4ft","Ash",11.2,"bdft","Wood"
"1/2124CHE","1/2in X 12in X 4ft  Cherry","1/2","12","1/2in X 12in X 4ft","Cherry",12.0,"bdft","Wood"
"6416CHE","6in X 4in X 16ft  Cherry","6","4","6in X 4in X 16ft","Cherry",240.0,"bdft","Wood"
"12816CHE","12in X 8in X 16ft  Cherry","12","8","12in X 8in X 16ft","Cherry",960.0,"bdft","Wood"
"1-1/238OAK","1-1/2in X 3in X 8ft  Oak","1-1/2","3","1-1/2in X 3in X 8ft","Oak",14.4,"bdft","Wood"
"21216ASH","2in X 12in X 16ft  Ash","2","12","2in X 12in X 16ft","Ash",134.4,"bdft","Wood"
"4812PIN","4in X 8in X 12ft  Pine","4","8","4in X 8in X 12ft","Pine",120.0,"bdft","Wood"
"284OAK","2in X 8in X 4ft  Oak","2","8","2in X 8in X 4ft","Oak",25.6,"bdft","Wood"
"1-1/21012ASH","1-1/2in X 10in X 12ft  Ash","1-1/2","10","1-1/2in X 10in X 12ft","Ash",63.0,"bdft","Wood"
"5/41012ASH","5/4in X 10in X 12ft  Ash","5/4","10","5/4in X 10in X 12ft","Ash",52.5,"bdft","Wood"
"5/484OAK","5/4in X 8in X 4ft  Oak","5/4","8","5/4in X 8in X 4ft","Oak",16.0,"bdft","Wood"
"1244WAL","12in X 4in X 4ft  Walnut","12","4","12in X 4in X 4ft","Walnut",108.0,"bdft","Wood"
"121016WAL","12in X 10in X 16ft  Walnut","12","10","12in X 10in X 16ft","Walnut",1080.0,"bdft","Wood"
"5/4216ASH","5/4in X 2in X 16ft  Ash","5/4","2","5/4in X 2in X 16ft","Ash",14.0,"bdft","Wood"
"3/824CHE","3/8in X 2in X 4ft  Cherry","3/8","2","3/8in X 2in X 4ft","Cherry",1.5,"bdft","Wood"
"428CHE","4in X 2in X 8ft  Cherry","4","2","4in X 2in X 8ft","Cherry",40.0,"bdft","Wood"
"10316ASH","10in X 3in X 16ft  Ash","10","3","10in X 3in X 16ft","Ash",210.0,"bdft","Wood"
"11216ASH","1in X 12in X 16ft  Ash","1","12","1in X 12in X 16ft","Ash",67.2,"bdft","Wood"
"1028PIN","10in X 2in X 8ft  Pine","10","2","10in X 2in X 8ft","Pine",50.0,"bdft","Wood"
"6210OAK","6in X 2in X 10ft  Oak","6","2","6in X 2in X 10ft","Oak",60.0,"bdft","Wood"
"3/434OAK","3/4in X 3in X 4ft  Oak","3/4","3","3/4in X 3in X 4ft","Oak",3.6,"bdft","Wood"
"1224ASH","12in X 2in X 4ft  Ash","12","2","12in X 2in X 4ft","Ash",42.0,"bdft","Wood"
"1/21016CHE","1/2in X 10in X 16ft  Cherry","1/2","10","1/2in X 10in X 16ft","Cherry",40.0,"bdft","Wood"
"5/888OAK","5/8in X 8in X 8ft  Oak","5/8","8","5/8in X 8in X 8ft","Oak",14.72,"bdft","Wood"
"2312CHE","2in X 3in X 12ft  Cherry","2","3","2in X 3in X 12ft","Cherry",36.0,"bdft","Wood"
"134OAK","1in X 3in X 4ft  Oak","1","3","1in X 3in X 4ft","Oak",4.8,"bdft","Wood"
"NF1-1/2","Finish Nail 1-1/2in",,,"1-1/2in","Finish Nail",0.075,"ea","Nails"
"1-1/2412WAL","1-1/2in X 4in X 12ft  Walnut","1-1/2","4","1-1/2in X 4in X 12ft","Walnut",32.4,"bdft","Wood"
"101212CHE","10in X 12in X 12ft  Cherry","10","12","10in X 12in X 12ft","Cherry",900.0,"bdft","Wood"
"1-1/2816ASH","1-1/2in X 8in X 16ft  Ash","1-1/2","8","1-1/2in X 8in X 16ft","Ash",67.2,"bdft","Wood"
"6412PIN","6in X 4in X 12ft  Pine","6","4","6in X 4in X 12ft","Pine",90.0,"bdft","Wood"
"5/8610CHE","5/8in X 6in X 10ft  Cherry","5/8","6","5/8in X 6in X 10ft","Cherry",17.25,"bdft","Wood"
"6412CHE","6in X 4in X 12ft  Cherry","6","4","6in X 4in X 12ft","Cherry",180.0,"bdft","Wood"
"101210OAK","10in X 12in X 10ft  Oak","10","12","10in X 12in X 10ft","Oak",600.0,"bdft","Wood"
"6128OAK","6in X 12in X 8ft  Oak","6","12","6in X 12in X 8ft","Oak",288.0,"bdft","Wood"
"444BIR","4in X 4in X 4ft  Birch","4","4","4in X 4in X 4ft","Birch",24.0,"bdft","Wood"
"4816OAK","4in X 8in X 16ft  Oak","4","8","4in X 8in X 16ft","Oak",256.0,"bdft","Wood"
"10104WAL","10in X 10in X 4ft  Walnut","10","10","10in X 10in X 4ft","Walnut",225.0,"bdft","Wood"
"1610CHE","1in X 6in X 10ft  Cherry","1","6","1in X 6in X 10ft","Cherry",30.0,"bdft","Wood"
"6810OAK","6in X 8in X 10ft  Oak","6","8","6in X 8in X 10ft","Oak",240.0,"bdft","Wood"
"1/2612BIR","1/2in X 6in X 12ft  Birch","1/2","6","1/2in X 6in X 12ft","Birch",10.8,"bdft","Wood"
"NOW3","Oval Wire Nail 3in",,,"3in","Oval Wire Nail",0.15,"ea","Nails"
"3/4410CHY","3/4in X 4in X 10ft  Cherry","3/4","4","3/4in X 4in X 10ft","Cherry",165.0,"bdft","Wood"
"3/8104OAK","3/8in X 10in X 4ft  Oak","3/8","10","3/8in X 10in X 4ft","Oak",6.0,"bdft","Wood"
"21012CHE","2in X 10in X 12ft  Cherry","2","10","2in X 10in X 12ft","Cherry",120.0,"bdft","Wood"
"NF012","Finish Nail 1/2in",,,,,0.05,"each","Nails"
"NC112","Common Nail 1-1/2in",,,,,0.15,"each","Nails"
"3/828PIN","3/8in X 2in X 8ft  Pine","3/8","2","3/8in X 2in X 8ft","Pine",1.5,"bdft","Wood"
"10412ASH","10in X 4in X 12ft  Ash","10","4","10in X 4in X 12ft","Ash",210.0,"bdft","Wood"
"1/41016ASH","1/4in X 10in X 16ft  Ash","1/4","10","1/4in X 10in X 16ft","Ash",14.0,"bdft","Wood"
"1108ASH","1in X 10in X 8ft  Ash","1","10","1in X 10in X 8ft","Ash",28.0,"bdft","Wood"
"1064OAK","10in X 6in X 4ft  Oak","10","6","10in X 6in X 4ft","Oak",120.0,"bdft","Wood"
"1/4310ASH","1/4in X 3in X 10ft  Ash","1/4","3","1/4in X 3in X 10ft","Ash",2.625,"bdft","Wood"
"NST058","Staples 5/8in",,,,,0.0575,"each","Nails"
"3/8104PIN","3/8in X 10in X 4ft  Pine","3/8","10","3/8in X 10in X 4ft","Pine",3.75,"bdft","Wood"
"10810BIR","10in X 8in X 10ft  Birch","10","8","10in X 8in X 10ft","Birch",300.0,"bdft","Wood"
"1024WAL","10in X 2in X 4ft  Walnut","10","2","10in X 2in X 4ft","Walnut",45.0,"bdft","Wood"
"3/4124CHE","3/4in X 12in X 4ft  Cherry","3/4","12","3/4in X 12in X 4ft","Cherry",18.0,"bdft","Wood"
"3/884CHE","3/8in X 8in X 4ft  Cherry","3/8","8","3/8in X 8in X 4ft","Cherry",6.0,"bdft","Wood"
"1412WAL","1in X 4in X 12ft  Walnut","1","4","1in X 4in X 12ft","Walnut",21.6,"bdft","Wood"
"21212BIR","2in X 12in X 12ft  Birch","2","12","2in X 12in X 12ft","Birch",86.4,"bdft","Wood"
"41016ASH","4in X 10in X 16ft  Ash","4","10","4in X 10in X 16ft","Ash",280.0,"bdft","Wood"
"1816PIN","1in X 8in X 16ft  Pine","1","8","1in X 8in X 16ft","Pine",32.0,"bdft","Wood"
"3/8124WAL","3/8in X 12in X 4ft  Walnut","3/8","12","3/8in X 12in X 4ft","Walnut",8.1,"bdft","Wood"
"6310OAK","6in X 3in X 10ft  Oak","6","3","6in X 3in X 10ft","Oak",90.0,"bdft","Wood"
"1/2410OAK","1/2in X 4in X 10ft  Oak","1/2","4","1/2in X 4in X 10ft","Oak",8.0,"bdft","Wood"
"1/2124PIN","1/2in X 12in X 4ft  Pine","1/2","12","1/2in X 12in X 4ft","Pine",6.0,"bdft","Wood"
"12216PIN","12in X 2in X 16ft  Pine","12","2","12in X 2in X 16ft","Pine",120.0,"bdft","Wood"
"NST200","Staples 2in",,,,,0.2,"each","Nails"
"5/8316ASH","5/8in X 3in X 16ft  Ash","5/8","3","5/8in X 3in X 16ft","Ash",9.66,"bdft","Wood"
"3/4128ASH","3/4in X 12in X 8ft  Ash","3/4","12","3/4in X 12in X 8ft","Ash",25.2,"bdft","Wood"
"3/888PIN","3/8in X 8in X 8ft  Pine","3/8","8","3/8in X 8in X 8ft","Pine",6.0,"bdft","Wood"
"12416ASH","12in X 4in X 16ft  Ash","12","4","12in X 4in X 16ft","Ash",336.0,"bdft","Wood"
"1/21216PIN","1/2in X 12in X 16ft  Pine","1/2","12","1/2in X 12in X 16ft","Pine",24.0,"bdft","Wood"
"1/2410BIR","1/2in X 4in X 10ft  Birch","1/2","4","1/2in X 4in X 10ft","Birch",6.0,"bdft","Wood"
"634CHE","6in X 3in X 4ft  Cherry","6","3","6in X 3in X 4ft","Cherry",45.0,"bdft","Wood"
"1-1/21010ASH","1-1/2in X 10in X 10ft  Ash","1-1/2","10","1-1/2in X 10in X 10ft","Ash",52.5,"bdft","Wood"
"1412CHE","1in X 4in X 12ft  Cherry","1","4","1in X 4in X 12ft","Cherry",24.0,"bdft","Wood"
"3/4212CHE","3/4in X 2in X 12ft  Cherry","3/4","2","3/4in X 2in X 12ft","Cherry",9.0,"bdft","Wood"
"1/4816PIN","1/4in X 8in X 16ft  Pine","1/4","8","1/4in X 8in X 16ft","Pine",8.0,"bdft","Wood"
"1/2612PIN","1/2in X 6in X 12ft  Pine","1/2","6","1/2in X 6in X 12ft","Pine",9.0,"bdft","Wood"
"3/8616OAK","3/8in X 6in X 16ft  Oak","3/8","6","3/8in X 6in X 16ft","Oak",14.4,"bdft","Wood"
"3/4104BIR","3/4in X 10in X 4ft  Birch","3/4","10","3/4in X 10in X 4ft","Birch",9.0,"bdft","Wood"
"1-1/2616ASH","1-1/2in X 6in X 16ft  Ash","1-1/2","6","1-1/2in X 6in X 16ft","Ash",50.4,"bdft","Wood"
"1264PIN","12in X 6in X 4ft  Pine","12","6","12in X 6in X 4ft","Pine",90.0,"bdft","Wood"
"1/41216ASH","1/4in X 12in X 16ft  Ash","1/4","12","1/4in X 12in X 16ft","Ash",16.8,"bdft","Wood"
"5/81210BIR","5/8in X 12in X 10ft  Birch","5/8","12","5/8in X 12in X 10ft","Birch",20.7,"bdft","Wood"
"1-1/2210PIN","1-1/2in X 2in X 10ft  Pine","1-1/2","2","1-1/2in X 2in X 10ft","Pine",7.5,"bdft","Wood"
"6610CHE","6in X 6in X 10ft  Cherry","6","6","6in X 6in X 10ft","Cherry",225.0,"bdft","Wood"
"1/2410PIN","1/2in X 4in X 10ft  Pine","1/2","4","1/2in X 4in X 10ft","Pine",5.0,"bdft","Wood"
"12108OAK","12in X 10in X 8ft  Oak","12","10","12in X 10in X 8ft","Oak",480.0,"bdft","Wood"
"1-1/264PIN","1-1/2in X 6in X 4ft  Pine","1-1/2","6","1-1/2in X 6in X 4ft","Pine",9.0,"bdft","Wood"
"648PIN","6in X 4in X 8ft  Pine","6","4","6in X 4in X 8ft","Pine",60.0,"bdft","Wood"
"1/434ASH","1/4in X 3in X 4ft  Ash","1/4","3","1/4in X 3in X 4ft","Ash",1.05,"bdft","Wood"
"2612BIR","2in X 6in X 12ft  Birch","2","6","2in X 6in X 12ft","Birch",43.2,"bdft","Wood"
"2212CHE","2in X 2in X 12ft  Cherry","2","2","2in X 2in X 12ft","Cherry",24.0,"bdft","Wood"
"3/424BIR","3/4in X 2in X 4ft  Birch","3/4","2","3/4in X 2in X 4ft","Birch",1.8,"bdft","Wood"
"3/844WAL","3/8in X 4in X 4ft  Walnut","3/8","4","3/8in X 4in X 4ft","Walnut",2.7,"bdft","Wood"
"3/4810WAL","3/4in X 8in X 10ft  Walnut","3/4","8","3/4in X 8in X 10ft","Walnut",27.0,"bdft","Wood"
"188WAL","1in X 8in X 8ft  Walnut","1","8","1in X 8in X 8ft","Walnut",28.8,"bdft","Wood"
"21210WAL","2in X 12in X 10ft  Walnut","2","12","2in X 12in X 10ft","Walnut",108.0,"bdft","Wood"
"168ASH","1in X 6in X 8ft  Ash","1","6","1in X 6in X 8ft","Ash",16.8,"bdft","Wood"
"5/488CHE","5/4in X 8in X 8ft  Cherry","5/4","8","5/4in X 8in X 8ft","Cherry",40.0,"bdft","Wood"
"5/81010CHE","5/8in X 10in X 10ft  Cherry","5/8","10","5/8in X 10in X 10ft","Cherry",28.75,"bdft","Wood"
"5/4812OAK","5/4in X 8in X 12ft  Oak","5/4","8","5/4in X 8in X 12ft","Oak",48.0,"bdft","Wood"
"1-1/2216WAL","1-1/2in X 2in X 16ft  Walnut","1-1/2","2","1-1/2in X 2in X 16ft","Walnut",21.6,"bdft","Wood"
"3/8108CHE","3/8in X 10in X 8ft  Cherry","3/8","10","3/8in X 10in X 8ft","Cherry",15.0,"bdft","Wood"
"1/4212WAL","1/4in X 2in X 12ft  Walnut","1/4","2","1/4in X 2in X 12ft","Walnut",2.7,"bdft","Wood"
"1/4612BIR","1/4in X 6in X 12ft  Birch","1/4","6","1/4in X 6in X 12ft","Birch",5.4,"bdft","Wood"
"41216PIN","4in X 12in X 16ft  Pine","4","12","4in X 12in X 16ft","Pine",240.0,"bdft","Wood"
"61216CHE","6in X 12in X 16ft  Cherry","6","12","6in X 12in X 16ft","Cherry",720.0,"bdft","Wood"
"5/8108ASH","5/8in X 10in X 8ft  Ash","5/8","10","5/8in X 10in X 8ft","Ash",16.1,"bdft","Wood"
"6812BIR","6in X 8in X 12ft  Birch","6","8","6in X 8in X 12ft","Birch",216.0,"bdft","Wood"
"3/4108CHE","3/4in X 10in X 8ft  Cherry","3/4","10","3/4in X 10in X 8ft","Cherry",30.0,"bdft","Wood"
"3/838BIR","3/8in X 3in X 8ft  Birch","3/8","3","3/8in X 3in X 8ft","Birch",2.7,"bdft","Wood"
"3/448WAL","3/4in X 4in X 8ft  Walnut","3/4","4","3/4in X 4in X 8ft","Walnut",10.8,"bdft","Wood"
"668CHE","6in X 6in X 8ft  Cherry","6","6","6in X 6in X 8ft","Cherry",180.0,"bdft","Wood"
"264CHE","2in X 6in X 4ft  Cherry","2","6","2in X 6in X 4ft","Cherry",24.0,"bdft","Wood"
"5/4612PIN","5/4in X 6in X 12ft  Pine","5/4","6","5/4in X 6in X 12ft","Pine",22.5,"bdft","Wood"
"NC1-1/4","Common Nail 1-1/4in",,,"1-1/4in","Common Nail",0.0625,"ea","Nails"
"1410PIN","1in X 4in X 10ft  Pine","1","4","1in X 4in X 10ft","Pine",10.0,"bdft","Wood"
"3/4216WAL","3/4in X 2in X 16ft  Walnut","3/4","2","3/4in X 2in X 16ft","Walnut",10.8,"bdft","Wood"
"3/4616PIN","3/4in X 6in X 16ft  Pine","3/4","6","3/4in X 6in X 16ft","Pine",18.0,"bdft","Wood"
"2316PIN","2in X 3in X 16ft  Pine","2","3","2in X 3in X 16ft","Pine",24.0,"bdft","Wood"
"6128BIR","6in X 12in X 8ft  Birch","6","12","6in X 12in X 8ft","Birch",216.0,"bdft","Wood"
"3/81012PIN","3/8in X 10in X 12ft  Pine","3/8","10","3/8in X 10in X 12ft","Pine",11.25,"bdft","Wood"
"1216CHE","1in X 2in X 16ft  Cherry","1","2","1in X 2in X 16ft","Cherry",16.0,"bdft","Wood"
"121010ASH","12in X 10in X 10ft  Ash","12","10","12in X 10in X 10ft","Ash",525.0,"bdft","Wood"
"NUT1/2","Upholstery Tack 1/2in",,,"1/2in","Upholstery Tack",0.025,"ea","Nails"
"1-1/21010CHE","1-1/2in X 10in X 10ft  Cherry","1-1/2","10","1-1/2in X 10in X 10ft","Cherry",75.0,"bdft","Wood"
"12124ASH","12in X 12in X 4ft  Ash","12","12","12in X 12in X 4ft","Ash",252.0,"bdft","Wood"
"1-1/21016PIN","1-1/2in X 10in X 16ft  Pine","1-1/2","10","1-1/2in X 10in X 16ft","Pine",60.0,"bdft","Wood"
"5/868CHE","5/8in X 6in X 8ft  Cherry","5/8","6","5/8in X 6in X 8ft","Cherry",13.8,"bdft","Wood"
"121212WAL","12in X 12in X 12ft  Walnut","12","12","12in X 12in X 12ft","Walnut",972.0,"bdft","Wood"
"224OAK","2in X 2in X 4ft  Oak","2","2","2in X 2in X 4ft","Oak",6.4,"bdft","Wood"
"1-1/2310ASH","1-1/2in X 3in X 10ft  Ash","1-1/2","3","1-1/2in X 3in X 10ft","Ash",15.75,"bdft","Wood"
"4104BIR","4in X 10in X 4ft  Birch","4","10","4in X 10in X 4ft","Birch",60.0,"bdft","Wood"
"1034ASH","10in X 3in X 4ft  Ash","10","3","10in X 3in X 4ft","Ash",52.5,"bdft","Wood"
"1/2312CHE","1/2in X 3in X 12ft  Cherry","1/2","3","1/2in X 3in X 12ft","Cherry",9.0,"bdft","Wood"
"5/4128PIN","5/4in X 12in X 8ft  Pine","5/4","12","5/4in X 12in X 8ft","Pine",30.0,"bdft","Wood"
"5/438CHE","5/4in X 3in X 8ft  Cherry","5/4","3","5/4in X 3in X 8ft","Cherry",15.0,"bdft","Wood"
